text,label,scam_type
You've been selected as the lucky winner of the Flipkart anniversary lottery worth $500. Claim now at hdfcbank-kyc-update.net,1,lottery_scam
"You've been selected as the lucky winner of the UPS anniversary lottery worth $9,999. Claim now at secure-update-bank.com",1,lottery_scam
We are delighted to inform you that your mobile number has been selected in our periodic lucky draw and you are entitled to a cash prize of $500. Kindly complete the claim form at hdfcbank-kyc-update.net.,1,lottery_scam
"You have received Rs 3,200 via UPI. To claim, open myaccount-securehelp.top and enter your UPI PIN to confirm receipt.",1,upi_payment_scam
WARNING: Your computer has been infected with a virus. Call our Microsoft certified technician immediately at the number on screen to fix it.,1,tech_support_scam
Your package delivery has been rescheduled to tomorrow per your request. No action needed.,0,safe
hey are you around this weekend? thinking of heading to Chicago for a short trip,0,safe
"Reminder: performance review meeting with your manager is scheduled for by today 6 PM in Austin office, room 4B.",0,safe
India Post: Your package could not be delivered due to an incomplete address. Update your details and pay a redelivery fee at secure-update-bank.com,1,delivery_scam
"Dear Candidate,

We are pleased to inform you that you have been selected for the position of Online Form Filling Agent at our Pune branch. To proceed with your appointment, a refundable security deposit of $2,450 is required.

Regards,
Hiring Team",1,job_scam
"Dear customer, your Axis Bank account has been temporarily suspended due to unusual activity. Verify your identity immediately at secure-update-bank.com to avoid permanent block.",1,banking_scam
"Notice from IRS: You owe Rs 49,999 in unpaid taxes. Failure to pay in the next 2 hours will result in legal action. Pay now at instagram-verify-account.live",1,govt_impersonation
"hey saw ur resume online, we're hiring for Work From Home Assistant, pay is good, just need a small deposit to activate ur offer letter, interested?",1,job_scam
DHL: Your package could not be delivered due to an incomplete address. Update your details and pay a redelivery fee at amaz0n-delivery-track.com,1,delivery_scam
This is an official notice from the Income Tax Department. You have a pending refund of $75. Verify your PAN and bank details at instagram-verify-account.live,1,govt_impersonation
"hi, noticed a sign in from New York on your account just now, wasn't sure if that was you? check here secure-update-bank.com",1,phishing
"You've been selected as the lucky winner of the Blue Dart anniversary lottery worth Rs 25,000. Claim now at secure-update-bank.com",1,lottery_scam
"Wells Fargo: Your account was credited with Rs 49,999 on 12-Aug-2026. Available balance: Rs 49,999. Thank you for banking with us.",0,safe
"Your parcel is on hold at customs. Pay a clearance fee of Rs 9,999 at irs-refund-claim.info to release it within 30 minutes.",1,delivery_scam
"You have received Rs 1,00,000 via UPI. To claim, open instagram-verify-account.live and enter your UPI PIN to confirm receipt.",1,upi_payment_scam
"Reminder: Your gym membership renews automatically next week for Rs 3,200. No action needed.",0,safe
"This is to inform you that a tax refund of Rs 9,999 has been processed in your favor. Kindly confirm your account details at bit.ly/verify-now to receive the amount.",1,govt_impersonation
Happy birthday Neha! Hope you have an amazing day. Let's catch up this weekend.,0,safe
"Your PNB card ending 4521 was used for a purchase of $9,999 at a local store today.",0,safe
"Dear customer, your Bank of America account has been temporarily suspended due to unusual activity. Verify your identity before the offer closes at linkedin-jobs-apply.co to avoid permanent block.",1,banking_scam
"Hi, this is regarding your PNB account review. Kindly complete the pending verification at instagram-verify-account.live at your convenience.",1,banking_scam
"Work from home, earn $150 weekly! No experience needed. Message us on WhatsApp and pay a small registration fee to start.",1,job_scam
Flipkart: Your package could not be delivered due to an incomplete address. Update your details and pay a redelivery fee at linkedin-jobs-apply.co,1,delivery_scam
FedEx: Your order has been shipped and is expected to arrive by Thursday. Track it in the app under 'My Orders'.,0,safe
"Your subscription payment of Rs 25,000 failed. Update your card details immediately at bit.ly/verify-now to avoid service interruption.",1,other
"Hi, this is regarding your Bank of America account review. Kindly complete the pending verification at hdfcbank-kyc-update.net at your convenience.",1,banking_scam
"We are pleased to introduce an exclusive investment opportunity offering consistent 30-40% monthly returns, backed by our proprietary trading algorithm. Minimum investment Rs 3,200. Learn more at instagram-verify-account.live.",1,investment_scam
"Hi Neha, thanks for your interest in the Online Form Filling Agent role. To finalize onboarding, please send a one-time kit/training fee of Rs 3,200 to the link below and we'll get you started. amaz0n-delivery-track.com",1,job_scam
Welcome to the team! Your first day orientation for the Data Entry Executive role starts Monday at 9 AM in the Austin office.,0,safe
"Sarah, I made Rs 25,000 in a month with this stock tip group, thought you might be interested too, here's the link if you want to check it out amaz0n-delivery-track.com",1,investment_scam
"Your Bank of America card ending 4521 was used for a purchase of Rs 3,200 at a local store today.",0,safe
"Limited time offer: Get $500 cashback on your next purchase, just verify your card details at bit.ly/verify-now",1,other
"Tom, I feel such a deep connection with you even though we've never met. I'm stuck at customs and need $75 to come see you, please help.",1,romance_scam
"Hey it's Priya from Axis Bank support, saw some odd activity on your account, can you just confirm your card details here irs-refund-claim.info?",1,banking_scam
"hey love, missing you so much today. quick thing, customs is holding a package with gifts for you and I just need Rs 1,00,000 to release it, can you help?",1,romance_scam
"HR Team: Your application for Customer Support Associate has been approved. Send your bank details and a processing fee of Rs 3,200 to activate your offer letter.",1,job_scam
"Hi Karan, just a heads up your bank statement shows a pending investment SIP deduction of Rs 49,999 on the 5th as usual, nothing to action.",0,safe
"Your antivirus subscription has expired, your PC is unprotected. Call now and pay $9,999 to renew and remove detected threats.",1,tech_support_scam
"I know we just started talking but I really feel like you understand me. Something came up with my visa paperwork, would you be able to help with $2,450? I'll pay you back I promise.",1,romance_scam
"hi, noticed a sign in from Bangalore on your account just now, wasn't sure if that was you? check here paytm-cashback-offer.xyz",1,phishing
Your Instagram account will be permanently deleted before midnight due to a copyright violation. Verify your account and password at http://acc0unt-verify.in to appeal.,1,account_takeover
"Hey Sana, don't forget we have the team meeting at 10am tomorrow. Bring your laptop, it's kind of urgent we finalize the slides.",0,safe
Your Instagram account will be permanently deleted by today 6 PM due to a copyright violation. Verify your account and password at secure-update-bank.com to appeal.,1,account_takeover
"Hi Rahul, just a heads up your bank statement shows a pending investment SIP deduction of $500 on the 5th as usual, nothing to action.",0,safe
"Sarah, I think I sent you Rs 49,999 by mistake on UPI, could you refund it by scanning this code and entering your PIN? linkedin-jobs-apply.co",1,upi_payment_scam
Your Instagram account will be permanently deleted within 30 minutes due to a copyright violation. Verify your account and password at paytm-cashback-offer.xyz to appeal.,1,account_takeover
"Dear Customer,

Your recent order is currently held at our Mumbai facility due to an outstanding customs duty of $150. Please settle this amount at your earliest convenience to release your shipment.

myaccount-securehelp.top

FedEx Logistics",1,delivery_scam
"Team, quick reminder to submit your expense reports by end of week, HR needs them for the New York office audit.",0,safe
Wells Fargo: A/C temp. locked. Re-verify at myaccount-securehelp.top,1,banking_scam
"Neha: Can you send me the report before end of day? It's urgent, the client meeting got moved up. Thanks!",0,safe
"We are pleased to introduce an exclusive investment opportunity offering consistent 30-40% monthly returns, backed by our proprietary trading algorithm. Minimum investment $75. Learn more at irs-refund-claim.info.",1,investment_scam
"Our AI trading bot has a 98% win rate. Invest $2,450 today and double it in a week. DM now for the link.",1,investment_scam
"Dear Customer,

Your recent order is currently held at our Delhi facility due to an outstanding customs duty of $75. Please settle this amount at your earliest convenience to release your shipment.

linkedin-jobs-apply.co

Amazon Logistics",1,delivery_scam
"hi, noticed a sign in from Bangalore on your account just now, wasn't sure if that was you? check here myaccount-securehelp.top",1,phishing
"Dear Candidate,

We are pleased to inform you that you have been selected for the position of Online Form Filling Agent at our Austin branch. To proceed with your appointment, a refundable security deposit of Rs 25,000 is required.

Regards,
Hiring Team",1,job_scam
"Hey Tom, don't forget we have the team meeting at 10am tomorrow. Bring your laptop, it's kind of urgent we finalize the slides.",0,safe
Your Instagram account will be permanently deleted before midnight due to a copyright violation. Verify your account and password at linkedin-jobs-apply.co to appeal.,1,account_takeover
"Hey Neha, don't forget we have the team meeting at 10am tomorrow. Bring your laptop, it's kind of urgent we finalize the slides.",0,safe
"Notice from IRS: You owe $9,999 in unpaid taxes. Failure to pay within 30 minutes will result in legal action. Pay now at irs-refund-claim.info",1,govt_impersonation
"HDFC Bank: Your account was credited with Rs 1,00,000 on 12-Aug-2026. Available balance: Rs 1,00,000. Thank you for banking with us.",0,safe
"Free $9,999 recharge for the first 100 users! Click secure-update-bank.com and share with 10 friends to claim.",1,other
"Your ride is arriving in 3 minutes. Look for a white sedan, license plate ending in 47.",0,safe
"Dear Customer,

Your recent order is currently held at our Bangalore facility due to an outstanding customs duty of Rs 9,999. Please settle this amount at your earliest convenience to release your shipment.

hdfcbank-kyc-update.net

Amazon Logistics",1,delivery_scam
"Hi Sarah, just a heads up your bank statement shows a pending investment SIP deduction of Rs 49,999 on the 5th as usual, nothing to action.",0,safe
"Hi Neha, are we still meeting for lunch tomorrow at 1pm?",0,safe
"Free Rs 3,200 recharge for the first 100 users! Click paytm-cashback-offer.xyz and share with 10 friends to claim.",1,other
"Someone tried to sign in to your account. If this wasn't you, verify your identity here: irs-refund-claim.info",1,phishing
Account team: please review the recent access request on your file and confirm ownership at paytm-cashback-offer.xyz when you get a chance.,1,phishing
"hi, courier attempted delivery of your parcel today but no one was home, small redelivery charge applies, pls confirm address and pay here paytm-cashback-offer.xyz",1,delivery_scam
"hii, ur number got picked in our by tomorrow giveaway, u won $75, just fill this form to claim irs-refund-claim.info",1,lottery_scam
"Dear Candidate,

We are pleased to inform you that you have been selected for the position of Online Form Filling Agent at our Mumbai branch. To proceed with your appointment, a refundable security deposit of Rs 9,999 is required.

Regards,
Hiring Team",1,job_scam
"Your parcel is on hold at customs. Pay a clearance fee of $2,450 at instagram-verify-account.live to release it within 24 hours.",1,delivery_scam
"David, I made $2,450 in a month with this stock tip group, thought you might be interested too, here's the link if you want to check it out instagram-verify-account.live",1,investment_scam
"Reminder: performance review meeting with your manager is scheduled for in the next 2 hours in Bangalore office, room 4B.",0,safe
"Hi, this is regarding your Axis Bank account review. Kindly complete the pending verification at bit.ly/verify-now at your convenience.",1,banking_scam
"Reminder: Your gym membership renews automatically next week for $2,450. No action needed.",0,safe
"Neha, here are the notes from today's class. Let me know if you have questions.",0,safe
"Congratulations! Your number has won Rs 49,999 in the international lottery. Send your bank details to hdfcbank-kyc-update.net to claim your prize within 30 minutes.",1,lottery_scam
"You've been selected as the lucky winner of the FedEx anniversary lottery worth Rs 9,999. Claim now at secure-update-bank.com",1,lottery_scam
"John, I made Rs 25,000 in a month with this stock tip group, thought you might be interested too, here's the link if you want to check it out paytm-cashback-offer.xyz",1,investment_scam
"Congratulations Amit! You are shortlisted for Online Form Filling Agent with Rs 9,999/day. Register now by paying a refundable deposit at hdfcbank-kyc-update.net",1,job_scam
You've been selected as the lucky winner of the DHL anniversary lottery worth $75. Claim now at instagram-verify-account.live,1,lottery_scam
Your Bank of America card ending 4521 was used for a purchase of $500 at a local store today.,0,safe
Account team: please review the recent access request on your file and confirm ownership at myaccount-securehelp.top when you get a chance.,1,phishing
"ALERT: Your ICICI Bank debit card will be blocked before the offer closes. Click paytm-cashback-offer.xyz and enter your card number, CVV and PIN to reactivate.",1,banking_scam
"hey is this your number? sent Rs 3,200 to you by accident on gpay, pls send back using this link linkedin-jobs-apply.co",1,upi_payment_scam
"SBI: Your account was credited with $9,999 on 12-Aug-2026. Available balance: $9,999. Thank you for banking with us.",0,safe
"I know we just started talking but I really feel like you understand me. Something came up with my visa paperwork, would you be able to help with Rs 1,00,000? I'll pay you back I promise.",1,romance_scam
"Turn Rs 1,00,000 into Rs 1,00,000 in 7 days! Join our exclusive crypto trading group now: hdfcbank-kyc-update.net. Guaranteed returns, limited seats!",1,investment_scam
"David, following up on our call, the delivery for the Mumbai office supplies should reach by Friday as planned.",0,safe
"Hi Vikram, thanks for your interest in the Part-Time Content Reviewer role. To finalize onboarding, please send a one-time kit/training fee of Rs 25,000 to the link below and we'll get you started. instagram-verify-account.live",1,job_scam
"Hi Amit, thanks for your interest in the Social Media Assistant role. To finalize onboarding, please send a one-time kit/training fee of $500 to the link below and we'll get you started. amaz0n-delivery-track.com",1,job_scam
"Karan: Can you send me the report before end of day? It's urgent, the client meeting got moved up. Thanks!",0,safe
Investment update: your quarterly mutual fund statement is now available to download from the Wells Fargo portal.,0,safe
"Hi Emma, just a heads up your bank statement shows a pending investment SIP deduction of $9,999 on the 5th as usual, nothing to action.",0,safe
"Hi Anjali, just a heads up your bank statement shows a pending investment SIP deduction of Rs 9,999 on the 5th as usual, nothing to action.",0,safe
Congratulations Sana! You are shortlisted for Part-Time Content Reviewer with $75/day. Register now by paying a refundable deposit at hdfcbank-kyc-update.net,1,job_scam
This is an official notice from the Income Tax Department. You have a pending refund of $150. Verify your PAN and bank details at amaz0n-delivery-track.com,1,govt_impersonation
Flipkart: Your package could not be delivered due to an incomplete address. Update your details and pay a redelivery fee at instagram-verify-account.live,1,delivery_scam
Happy birthday David! Hope you have an amazing day. Let's catch up this weekend.,0,safe
Our AI trading bot has a 98% win rate. Invest $500 today and double it in a week. DM now for the link.,1,investment_scam
Happy birthday Vikram! Hope you have an amazing day. Let's catch up this weekend.,0,safe
Axis Bank: A/C temp. locked. Re-verify at secure-update-bank.com,1,banking_scam
"Work from home, earn Rs 3,200 weekly! No experience needed. Message us on WhatsApp and pay a small registration fee to start.",1,job_scam
"ALERT: Your PNB debit card will be blocked by today 6 PM. Click secure-update-bank.com and enter your card number, CVV and PIN to reactivate.",1,banking_scam
CLAIM NOW: Your mobile number has won $75 in the WhatsApp lucky draw. Contact our agent immediately at linkedin-jobs-apply.co,1,lottery_scam
"This is an official notice from the Income Tax Department. You have a pending refund of Rs 25,000. Verify your PAN and bank details at instagram-verify-account.live",1,govt_impersonation
Congratulations Rahul! You are shortlisted for Work From Home Assistant with $75/day. Register now by paying a refundable deposit at hdfcbank-kyc-update.net,1,job_scam
Your parcel is on hold at customs. Pay a clearance fee of $75 at linkedin-jobs-apply.co to release it immediately.,1,delivery_scam
"PNB: Your account was credited with $2,450 on 12-Aug-2026. Available balance: $2,450. Thank you for banking with us.",0,safe
"Hi, this is Amit from customer support. We need to confirm your identity, please share the OTP sent to your phone.",1,other
"Turn Rs 49,999 into Rs 49,999 in 7 days! Join our exclusive crypto trading group now: hdfcbank-kyc-update.net. Guaranteed returns, limited seats!",1,investment_scam
"Work from home, earn $500 weekly! No experience needed. Message us on WhatsApp and pay a small registration fee to start.",1,job_scam
"Emma, I think I sent you $150 by mistake on UPI, could you refund it by scanning this code and entering your PIN? secure-update-bank.com",1,upi_payment_scam
"Hi, this is regarding your HDFC Bank account review. Kindly complete the pending verification at irs-refund-claim.info at your convenience.",1,banking_scam
"Hi Vikram, just a heads up your bank statement shows a pending investment SIP deduction of $500 on the 5th as usual, nothing to action.",0,safe
"Hey Vikram, don't forget we have the team meeting at 10am tomorrow. Bring your laptop, it's kind of urgent we finalize the slides.",0,safe
"Turn $2,450 into $2,450 in 7 days! Join our exclusive crypto trading group now: paytm-cashback-offer.xyz. Guaranteed returns, limited seats!",1,investment_scam
Axis Bank: Your account was credited with $500 on 12-Aug-2026. Available balance: $500. Thank you for banking with us.,0,safe
Your Instagram account will be permanently deleted in the next 2 hours due to a copyright violation. Verify your account and password at amaz0n-delivery-track.com to appeal.,1,account_takeover
"My darling, I love you so much. I'm currently deployed overseas and need $500 for an emergency medical fee before I can be discharged.",1,romance_scam
"hi, courier attempted delivery of your parcel today but no one was home, small redelivery charge applies, pls confirm address and pay here http://acc0unt-verify.in",1,delivery_scam
"Tom, here are the notes from today's class. Let me know if you have questions.",0,safe
"Meera, I think I sent you $150 by mistake on UPI, could you refund it by scanning this code and entering your PIN? bit.ly/verify-now",1,upi_payment_scam
Flipkart Delivery: We attempted delivery but failed. Reschedule and confirm your address at bit.ly/verify-now within before the offer closes or the parcel will be returned.,1,delivery_scam
"Anjali: Can you send me the report before end of day? It's urgent, the client meeting got moved up. Thanks!",0,safe
"Notice from IRS: You owe Rs 49,999 in unpaid taxes. Failure to pay within 24 hours will result in legal action. Pay now at secure-update-bank.com",1,govt_impersonation
Your mailbox has reached its storage limit and new messages may not be delivered. Free up space or upgrade your plan here: myaccount-securehelp.top,1,phishing
URGENT: Your Paytm/GPay account will be deactivated by today 6 PM. Verify by entering UPI PIN at bit.ly/verify-now,1,upi_payment_scam
Our AI trading bot has a 98% win rate. Invest $75 today and double it in a week. DM now for the link.,1,investment_scam
"Dear Valued Customer,

As part of our routine security review, we have identified irregular activity associated with your SBI account. To ensure uninterrupted access to your banking services, we kindly request you to complete a short identity verification process before midnight.

Please proceed here: irs-refund-claim.info

Thank you for your cooperation.
Customer Care Team",1,banking_scam
"This is to inform you that a tax refund of Rs 25,000 has been processed in your favor. Kindly confirm your account details at bit.ly/verify-now to receive the amount.",1,govt_impersonation
"Thanks for your payment of Rs 49,999. Your subscription has been renewed until next year.",0,safe
"Hey it's Sana from SBI support, saw some odd activity on your account, can you just confirm your card details here irs-refund-claim.info?",1,banking_scam
Blue Dart delivery update: Your package is out for delivery and will arrive today between 2-6 PM.,0,safe
"hii, ur number got picked in our within 24 hours giveaway, u won $150, just fill this form to claim myaccount-securehelp.top",1,lottery_scam
"Hi Tom, thanks for your interest in the Data Entry Executive role. To finalize onboarding, please send a one-time kit/training fee of $500 to the link below and we'll get you started. hdfcbank-kyc-update.net",1,job_scam
"HR Team: Your application for Data Entry Executive has been approved. Send your bank details and a processing fee of Rs 25,000 to activate your offer letter.",1,job_scam
DHL Delivery: We attempted delivery but failed. Reschedule and confirm your address at hdfcbank-kyc-update.net within before the offer closes or the parcel will be returned.,1,delivery_scam
"You have received $500 via UPI. To claim, open amaz0n-delivery-track.com and enter your UPI PIN to confirm receipt.",1,upi_payment_scam
"Hi, this is Sana from customer support. We need to confirm your identity, please share the OTP sent to your phone.",1,other
"quick one - can you approve the Rs 1,00,000 invoice on the portal when you get a sec, no rush",0,safe
Blue Dart Delivery: We attempted delivery but failed. Reschedule and confirm your address at hdfcbank-kyc-update.net within by today 6 PM or the parcel will be returned.,1,delivery_scam
Your SBI card ending 4521 was used for a purchase of $500 at a local store today.,0,safe
Your Instagram account will be permanently deleted before the offer closes due to a copyright violation. Verify your account and password at linkedin-jobs-apply.co to appeal.,1,account_takeover
Thanks for your payment of $150. Your subscription has been renewed until next year.,0,safe
"Emma, I made $9,999 in a month with this stock tip group, thought you might be interested too, here's the link if you want to check it out secure-update-bank.com",1,investment_scam
This is to inform you that a tax refund of $500 has been processed in your favor. Kindly confirm your account details at secure-update-bank.com to receive the amount.,1,govt_impersonation
"Hi Anjali, just a heads up your bank statement shows a pending investment SIP deduction of Rs 49,999 on the 5th as usual, nothing to action.",0,safe
"Tom, following up on our call, the delivery for the Bangalore office supplies should reach by Friday as planned.",0,safe
"Dear customer, your Chase Bank account has been temporarily suspended due to unusual activity. Verify your identity in the next 2 hours at irs-refund-claim.info to avoid permanent block.",1,banking_scam
"Reminder: performance review meeting with your manager is scheduled for by tomorrow in Chicago office, room 4B.",0,safe
"We are delighted to inform you that your mobile number has been selected in our periodic lucky draw and you are entitled to a cash prize of $2,450. Kindly complete the claim form at irs-refund-claim.info.",1,lottery_scam
Welcome to the team! Your first day orientation for the Work From Home Assistant role starts Monday at 9 AM in the Pune office.,0,safe
DHL Delivery: We attempted delivery but failed. Reschedule and confirm your address at irs-refund-claim.info within in the next 2 hours or the parcel will be returned.,1,delivery_scam
"Hi Tom, just a heads up your bank statement shows a pending investment SIP deduction of $75 on the 5th as usual, nothing to action.",0,safe
"Reminder: performance review meeting with your manager is scheduled for by today 6 PM in Chicago office, room 4B.",0,safe
"Someone tried to sign in to your account. If this wasn't you, verify your identity here: amaz0n-delivery-track.com",1,phishing
"Sana, I made Rs 3,200 in a month with this stock tip group, thought you might be interested too, here's the link if you want to check it out hdfcbank-kyc-update.net",1,investment_scam
HR Team: Your application for Part-Time Content Reviewer has been approved. Send your bank details and a processing fee of $500 to activate your offer letter.,1,job_scam
"CLAIM NOW: Your mobile number has won Rs 25,000 in the WhatsApp lucky draw. Contact our agent immediately at amaz0n-delivery-track.com",1,lottery_scam
"John, I think I sent you $75 by mistake on UPI, could you refund it by scanning this code and entering your PIN? irs-refund-claim.info",1,upi_payment_scam
"Team, quick reminder to submit your expense reports by end of week, HR needs them for the Delhi office audit.",0,safe
"Hey Anjali, don't forget we have the team meeting at 10am tomorrow. Bring your laptop, it's kind of urgent we finalize the slides.",0,safe
"This is to inform you that a tax refund of Rs 3,200 has been processed in your favor. Kindly confirm your account details at hdfcbank-kyc-update.net to receive the amount.",1,govt_impersonation
"You have received Rs 25,000 via UPI. To claim, open linkedin-jobs-apply.co and enter your UPI PIN to confirm receipt.",1,upi_payment_scam
"hey have you heard about this new trading platform? my cousin doubled his savings in this week, group link is instagram-verify-account.live if u wanna join",1,investment_scam
"Reminder: Your gym membership renews automatically next week for Rs 25,000. No action needed.",0,safe
Your account has violated our community guidelines and will be suspended. Verify your identity and password within by today 6 PM at linkedin-jobs-apply.co,1,account_takeover
"ALERT: Your HDFC Bank debit card will be blocked by today 6 PM. Click http://acc0unt-verify.in and enter your card number, CVV and PIN to reactivate.",1,banking_scam
Your account has violated our community guidelines and will be suspended. Verify your identity and password within within 30 minutes at myaccount-securehelp.top,1,account_takeover
"Priya, I feel such a deep connection with you even though we've never met. I'm stuck at customs and need Rs 1,00,000 to come see you, please help.",1,romance_scam
"Hey it's Emma from Bank of America support, saw some odd activity on your account, can you just confirm your card details here amaz0n-delivery-track.com?",1,banking_scam
Your Instagram account will be permanently deleted before the offer closes due to a copyright violation. Verify your account and password at myaccount-securehelp.top to appeal.,1,account_takeover
"Notice: A pending cashback of $2,450 is linked to your wallet. Complete the claim process by linking your UPI PIN here: linkedin-jobs-apply.co before by today 6 PM.",1,upi_payment_scam
"Hey it's Sarah from SBI support, saw some odd activity on your account, can you just confirm your card details here irs-refund-claim.info?",1,banking_scam
"We are pleased to introduce an exclusive investment opportunity offering consistent 30-40% monthly returns, backed by our proprietary trading algorithm. Minimum investment Rs 3,200. Learn more at secure-update-bank.com.",1,investment_scam
"hey is this your number? sent $150 to you by accident on gpay, pls send back using this link irs-refund-claim.info",1,upi_payment_scam
"Your antivirus subscription has expired, your PC is unprotected. Call now and pay $2,450 to renew and remove detected threats.",1,tech_support_scam
"Tom: Can you send me the report before end of day? It's urgent, the client meeting got moved up. Thanks!",0,safe
"hii, ur number got picked in our within 24 hours giveaway, u won $2,450, just fill this form to claim amaz0n-delivery-track.com",1,lottery_scam
"Someone tried to sign in to your account. If this wasn't you, verify your identity here: hdfcbank-kyc-update.net",1,phishing
"hi, courier attempted delivery of your parcel today but no one was home, small redelivery charge applies, pls confirm address and pay here instagram-verify-account.live",1,delivery_scam
We detected a login attempt to your Facebook account from an unrecognized device. Confirm your password at paytm-cashback-offer.xyz immediately or lose access.,1,account_takeover
"I know we just started talking but I really feel like you understand me. Something came up with my visa paperwork, would you be able to help with Rs 25,000? I'll pay you back I promise.",1,romance_scam
Your monthly statement for Axis Bank is now available in the mobile app under Statements.,0,safe
"Someone tried to sign in to your account. If this wasn't you, verify your identity here: instagram-verify-account.live",1,phishing
"Hi Sana, thanks for your interest in the Part-Time Content Reviewer role. To finalize onboarding, please send a one-time kit/training fee of Rs 3,200 to the link below and we'll get you started. http://acc0unt-verify.in",1,job_scam
"Congratulations! Your number has won $9,999 in the international lottery. Send your bank details to myaccount-securehelp.top to claim your prize by tomorrow.",1,lottery_scam
"Reminder: performance review meeting with your manager is scheduled for by tomorrow in Pune office, room 4B.",0,safe
"Axis Bank: Your account was credited with Rs 9,999 on 12-Aug-2026. Available balance: Rs 9,999. Thank you for banking with us.",0,safe
We detected a login attempt to your Facebook account from an unrecognized device. Confirm your password at bit.ly/verify-now immediately or lose access.,1,account_takeover
"Dear Candidate,

We are pleased to inform you that you have been selected for the position of Data Entry Executive at our Bangalore branch. To proceed with your appointment, a refundable security deposit of $150 is required.

Regards,
Hiring Team",1,job_scam
Your Microsoft 365 password expires within 24 hours. Click bit.ly/verify-now to keep the same password and avoid data loss.,1,phishing
"hi, courier attempted delivery of your parcel today but no one was home, small redelivery charge applies, pls confirm address and pay here hdfcbank-kyc-update.net",1,delivery_scam
"Reminder: performance review meeting with your manager is scheduled for within 24 hours in Austin office, room 4B.",0,safe
"Congratulations Rahul! You are shortlisted for Online Form Filling Agent with Rs 3,200/day. Register now by paying a refundable deposit at myaccount-securehelp.top",1,job_scam
"ALERT: Your Chase Bank debit card will be blocked by today 6 PM. Click irs-refund-claim.info and enter your card number, CVV and PIN to reactivate.",1,banking_scam
Congratulations! Your number has won $150 in the international lottery. Send your bank details to paytm-cashback-offer.xyz to claim your prize this week.,1,lottery_scam
"hey is this your number? sent $9,999 to you by accident on gpay, pls send back using this link hdfcbank-kyc-update.net",1,upi_payment_scam
"Your Wells Fargo card ending 4521 was used for a purchase of $9,999 at a local store today.",0,safe
"hi, courier attempted delivery of your parcel today but no one was home, small redelivery charge applies, pls confirm address and pay here bit.ly/verify-now",1,delivery_scam
"Hi, this is regarding your Axis Bank account review. Kindly complete the pending verification at http://acc0unt-verify.in at your convenience.",1,banking_scam
"Your parcel is on hold at customs. Pay a clearance fee of Rs 1,00,000 at myaccount-securehelp.top to release it within 30 minutes.",1,delivery_scam
"I know we just started talking but I really feel like you understand me. Something came up with my visa paperwork, would you be able to help with Rs 3,200? I'll pay you back I promise.",1,romance_scam
Wells Fargo: Your account was credited with $500 on 12-Aug-2026. Available balance: $500. Thank you for banking with us.,0,safe
"Sweetheart, I wanted to visit you next month but my card is having issues here, could you send Rs 3,200 so I can book the flight, I'll pay you back the moment I land.",1,romance_scam
Notice from IRS: You owe $500 in unpaid taxes. Failure to pay by tomorrow will result in legal action. Pay now at secure-update-bank.com,1,govt_impersonation
"Your ICICI Bank card ending 4521 was used for a purchase of Rs 25,000 at a local store today.",0,safe
We detected a login attempt to your Facebook account from an unrecognized device. Confirm your password at http://acc0unt-verify.in immediately or lose access.,1,account_takeover
"CLAIM NOW: Your mobile number has won Rs 49,999 in the WhatsApp lucky draw. Contact our agent immediately at paytm-cashback-offer.xyz",1,lottery_scam
"hey love, missing you so much today. quick thing, customs is holding a package with gifts for you and I just need Rs 9,999 to release it, can you help?",1,romance_scam
"hi, noticed a sign in from Mumbai on your account just now, wasn't sure if that was you? check here amaz0n-delivery-track.com",1,phishing
Citibank: Your account was credited with $150 on 12-Aug-2026. Available balance: $150. Thank you for banking with us.,0,safe
Your Chase Bank card ending 4521 was used for a purchase of $75 at a local store today.,0,safe
Your OTP for login is 483920. Do not share this with anyone. Valid for 10 minutes.,0,safe
"Someone tried to sign in to your account. If this wasn't you, verify your identity here: http://acc0unt-verify.in",1,phishing
"Tom, following up on our call, the delivery for the Mumbai office supplies should reach by Friday as planned.",0,safe
"This is an official notice from the Income Tax Department. You have a pending refund of $2,450. Verify your PAN and bank details at linkedin-jobs-apply.co",1,govt_impersonation
"Reminder: Your electricity bill of Rs 49,999 is due on 25th. Pay via the official app or website to avoid late fees.",0,safe
"This is an official notice from the Income Tax Department. You have a pending refund of Rs 1,00,000. Verify your PAN and bank details at instagram-verify-account.live",1,govt_impersonation
"Vikram, I made $9,999 in a month with this stock tip group, thought you might be interested too, here's the link if you want to check it out amaz0n-delivery-track.com",1,investment_scam
"Dear Valued Customer,

As part of our routine security review, we have identified irregular activity associated with your PNB account. To ensure uninterrupted access to your banking services, we kindly request you to complete a short identity verification process by tomorrow.

Please proceed here: hdfcbank-kyc-update.net

Thank you for your cooperation.
Customer Care Team",1,banking_scam
"Amit, following up on our call, the delivery for the Chicago office supplies should reach by Friday as planned.",0,safe
"Hi, this is regarding your Citibank account review. Kindly complete the pending verification at amaz0n-delivery-track.com at your convenience.",1,banking_scam
Your monthly statement for Bank of America is now available in the mobile app under Statements.,0,safe
"Citibank: Your account was credited with Rs 49,999 on 12-Aug-2026. Available balance: Rs 49,999. Thank you for banking with us.",0,safe
"hi, noticed a sign in from Mumbai on your account just now, wasn't sure if that was you? check here hdfcbank-kyc-update.net",1,phishing
